split-a 3200 1600 
a11 0 16 split-a 
a12 0 16 split-a 
a13 0 16 split-a 
a14 0 16 split-a 
a15 0 16 split-a 
a16 0 16 split-a 
a17 0 16 split-a 
a18 0 16 split-a 
a19 0 16 split-a 
a110 0 16 split-a 
a21 0 16 split-a 
a22 0 16 split-a 
a23 0 16 split-a 
a24 0 16 split-a 
a25 0 16 split-a 
a26 0 16 split-a 
a27 0 16 split-a 
a28 0 16 split-a 
a29 0 16 split-a 
a210 0 16 split-a 
a31 0 16 split-a 
a32 0 16 split-a 
a33 0 16 split-a 
a34 0 16 split-a 
a35 0 16 split-a 
a36 0 16 split-a 
a37 0 16 split-a 
a38 0 16 split-a 
a39 0 16 split-a 
a310 0 16 split-a 
a41 0 16 split-a 
a42 0 16 split-a 
a43 0 16 split-a 
a44 0 16 split-a 
a45 0 16 split-a 
a46 0 16 split-a 
a47 0 16 split-a 
a48 0 16 split-a 
a49 0 16 split-a 
a410 0 16 split-a 
a51 0 16 split-a 
a52 0 16 split-a 
a53 0 16 split-a 
a54 0 16 split-a 
a55 0 16 split-a 
a56 0 16 split-a 
a57 0 16 split-a 
a58 0 16 split-a 
a59 0 16 split-a 
a510 0 16 split-a 
a61 0 16 split-a 
a62 0 16 split-a 
a63 0 16 split-a 
a64 0 16 split-a 
a65 0 16 split-a 
a66 0 16 split-a 
a67 0 16 split-a 
a68 0 16 split-a 
a69 0 16 split-a 
a610 0 16 split-a 
a71 0 16 split-a 
a72 0 16 split-a 
a73 0 16 split-a 
a74 0 16 split-a 
a75 0 16 split-a 
a76 0 16 split-a 
a77 0 16 split-a 
a78 0 16 split-a 
a79 0 16 split-a 
a710 0 16 split-a 
a81 0 16 split-a 
a82 0 16 split-a 
a83 0 16 split-a 
a84 0 16 split-a 
a85 0 16 split-a 
a86 0 16 split-a 
a87 0 16 split-a 
a88 0 16 split-a 
a89 0 16 split-a 
a810 0 16 split-a 
a91 0 16 split-a 
a92 0 16 split-a 
a93 0 16 split-a 
a94 0 16 split-a 
a95 0 16 split-a 
a96 0 16 split-a 
a97 0 16 split-a 
a98 0 16 split-a 
a99 0 16 split-a 
a910 0 16 split-a 
a101 0 16 split-a 
a102 0 16 split-a 
a103 0 16 split-a 
a104 0 16 split-a 
a105 0 16 split-a 
a106 0 16 split-a 
a107 0 16 split-a 
a108 0 16 split-a 
a109 0 16 split-a 
a1010 0 16 split-a 
split-b 3200 1600 
b11 0 16 split-b 
b12 0 16 split-b 
b13 0 16 split-b 
b14 0 16 split-b 
b15 0 16 split-b 
b16 0 16 split-b 
b17 0 16 split-b 
b18 0 16 split-b 
b19 0 16 split-b 
b110 0 16 split-b 
b21 0 16 split-b 
b22 0 16 split-b 
b23 0 16 split-b 
b24 0 16 split-b 
b25 0 16 split-b 
b26 0 16 split-b 
b27 0 16 split-b 
b28 0 16 split-b 
b29 0 16 split-b 
b210 0 16 split-b 
b31 0 16 split-b 
b32 0 16 split-b 
b33 0 16 split-b 
b34 0 16 split-b 
b35 0 16 split-b 
b36 0 16 split-b 
b37 0 16 split-b 
b38 0 16 split-b 
b39 0 16 split-b 
b310 0 16 split-b 
b41 0 16 split-b 
b42 0 16 split-b 
b43 0 16 split-b 
b44 0 16 split-b 
b45 0 16 split-b 
b46 0 16 split-b 
b47 0 16 split-b 
b48 0 16 split-b 
b49 0 16 split-b 
b410 0 16 split-b 
b51 0 16 split-b 
b52 0 16 split-b 
b53 0 16 split-b 
b54 0 16 split-b 
b55 0 16 split-b 
b56 0 16 split-b 
b57 0 16 split-b 
b58 0 16 split-b 
b59 0 16 split-b 
b510 0 16 split-b 
b61 0 16 split-b 
b62 0 16 split-b 
b63 0 16 split-b 
b64 0 16 split-b 
b65 0 16 split-b 
b66 0 16 split-b 
b67 0 16 split-b 
b68 0 16 split-b 
b69 0 16 split-b 
b610 0 16 split-b 
b71 0 16 split-b 
b72 0 16 split-b 
b73 0 16 split-b 
b74 0 16 split-b 
b75 0 16 split-b 
b76 0 16 split-b 
b77 0 16 split-b 
b78 0 16 split-b 
b79 0 16 split-b 
b710 0 16 split-b 
b81 0 16 split-b 
b82 0 16 split-b 
b83 0 16 split-b 
b84 0 16 split-b 
b85 0 16 split-b 
b86 0 16 split-b 
b87 0 16 split-b 
b88 0 16 split-b 
b89 0 16 split-b 
b810 0 16 split-b 
b91 0 16 split-b 
b92 0 16 split-b 
b93 0 16 split-b 
b94 0 16 split-b 
b95 0 16 split-b 
b96 0 16 split-b 
b97 0 16 split-b 
b98 0 16 split-b 
b99 0 16 split-b 
b910 0 16 split-b 
b101 0 16 split-b 
b102 0 16 split-b 
b103 0 16 split-b 
b104 0 16 split-b 
b105 0 16 split-b 
b106 0 16 split-b 
b107 0 16 split-b 
b108 0 16 split-b 
b109 0 16 split-b 
b1010 0 16 split-b 
a11*b11 64 16 a11 b11 
a12*b21 64 16 a12 b21 
a13*b31 64 16 a13 b31 
a14*b41 64 16 a14 b41 
a15*b51 64 16 a15 b51 
a16*b61 64 16 a16 b61 
a17*b71 64 16 a17 b71 
a18*b81 64 16 a18 b81 
a19*b91 64 16 a19 b91 
a110*b101 64 16 a110 b101 
C11 64 16 a11*b11 a12*b21 a13*b31 a14*b41 a15*b51 a16*b61 a17*b71 a18*b81 a19*b91 a110*b101 
a11*b12 64 16 a11 b12 
a12*b22 64 16 a12 b22 
a13*b32 64 16 a13 b32 
a14*b42 64 16 a14 b42 
a15*b52 64 16 a15 b52 
a16*b62 64 16 a16 b62 
a17*b72 64 16 a17 b72 
a18*b82 64 16 a18 b82 
a19*b92 64 16 a19 b92 
a110*b102 64 16 a110 b102 
C12 64 16 a11*b12 a12*b22 a13*b32 a14*b42 a15*b52 a16*b62 a17*b72 a18*b82 a19*b92 a110*b102 
a11*b13 64 16 a11 b13 
a12*b23 64 16 a12 b23 
a13*b33 64 16 a13 b33 
a14*b43 64 16 a14 b43 
a15*b53 64 16 a15 b53 
a16*b63 64 16 a16 b63 
a17*b73 64 16 a17 b73 
